/class/@label;/class/aliases/alias/@title
经营活动产生的现金流量净额;经营活动产生现金流量净额
经营活动产生的现金流量净额;经营活动产生的净现金流
经营活动产生的现金流量净额;经营活动产生的现金净流量
经营活动产生的现金流量净额;经营活动产生的现金净额
经营活动产生的现金流量净额;经营活动产生的现金流量(元)
经营活动产生的现金流量净额;经营活动产生的现金流量
经营活动产生的现金流量净额;经营活动净现金流
经营活动产生的现金流量净额;经营活动现金净流入
经营活动产生的现金流量净额;经营活动现金流
经营活动产生的现金流量净额;经营活动现金流量
经营活动产生的现金流量净额;经营现金净流入
经营活动产生的现金流量净额;经营现金净流量
经营活动产生的现金流量净额;经营现金流
经营活动产生的现金流量净额;经营现金流净流量
经营活动产生的现金流量净额;营业收入现金流
经营活动产生的现金流量净额;营业活动产生的现金流量净额
经营活动产生的现金流量净额;营业现金流量
经营活动产生的现金流量净额;经营活动产生的现金流
经营活动产生的现金流量净额;经营活动产生的现金流量净额
经营活动产生的现金流量净额;
同业拆入与同业拆出净额;
单季度.证券销售差价收入;单季度证券销售差价收入
单季度.证券销售差价收入;
预提费用的增加(减减少);
存货跌价准备-库存商品;
销售毛利率(ttm);
限售股合计;限售股股数
限售股合计;受限流通股份
限售股合计;尚未流通股份
限售股合计;限售股
限售股合计;限售股数
限售股合计;限售股数量
限售股合计;
流通股东持股比例;流通盘股东持股比例
流通股东持股比例;流动股东持股比例
流通股东持股比例;
区间最高价;股价最高
区间最高价;最高价
区间最高价;
预测每股现金流(cps)中值;预测每股现金流中值
预测每股现金流(cps)中值;
券商持股比例;
手续费及佣金净收入;
应付赔付款;
现金申购发行日期;
经营活动现金净流量(ttm);经营性现金净流量(ttm)
经营活动现金净流量(ttm);
处置交易性金融资产净增加额;
财务费用明细-汇兑损益;
单季度.存放央行和同业款项净增加额;单季度存放央行和同业款项净增加额
单季度.存放央行和同业款项净增加额;
首发发行方式;
吸收投资收到的现金;
总资产周转率;资本周转率
总资产周转率;总资产周转
总资产周转率;资产周转率
总资产周转率;
市值配售发行中签率;
主动买入大单金额;
买入返售证券到期返售收到的现金;
成立日期;
一年内到期的可转换公司债券;
基金管理公司持股数量;
基准股本;
b股合计占总股本比例;
单季度.无形资产摊销;单季度无形资产摊销
单季度.无形资产摊销;
向一般法人配售上市日期;
处置固定资产、无形资产和其他长期资产的损失;处置固定无形和其他长期资产的损失(减收益)
处置固定资产、无形资产和其他长期资产的损失;
dde大单净量;大单净量
dde大单净量;dde净量
dde大单净量;dde 大单净量
dde大单净量;
主力净流向;主力资金流向
主力净流向;主力资金净流向
主力净流向;
其他公众投资者有效申购股数;
应交增值税-已交税金;
beta(剔除财务杠杆);
实施阶段复牌日;复牌
实施阶段复牌日;复盘
实施阶段复牌日;
预案公告日;
单季度.销售毛利率;单季度销售毛利率
单季度.销售毛利率;
同业和其他金融机构存放款项;
单季度.证券承销业务净收入;单季度证券承销业务净收入
单季度.证券承销业务净收入;
经营活动产生的现金流量净额(同比增长率);经营活动产生的现金流量净额同比增长率
经营活动产生的现金流量净额(同比增长率);经营性现金流同比增长率
经营活动产生的现金流量净额(同比增长率);经营活动现金流(同比增长率)
经营活动产生的现金流量净额(同比增长率);现金流量
经营活动产生的现金流量净额(同比增长率);经营活动产生的现金流量净额
经营活动产生的现金流量净额(同比增长率);
定向发行日;
单季度.经营活动产生之现金流量净额;单季度经营活动产生之现金流量净额
单季度.经营活动产生之现金流量净额;
限售股份(高管持股);
资产总计(n年,增长率);总资产n年增长率
资产总计(n年,增长率);资产总计n年增长率
资产总计(n年,增长率);资产总计
资产总计(n年,增长率);
公司电话;联系电话
公司电话;电话
公司电话;
区间日均换手率;日均换手率
区间日均换手率;日均换手
区间日均换手率;换手
区间日均换手率;平均换手率
区间日均换手率;
分配股利、利润和偿付利息所支付的现金;
业绩快报披露日;发布业绩预告
业绩快报披露日;
归属于母公司普通股东的综合收益总额;
可分配利润差额(合计平衡项目);
单季度.卖出回购证券款增减净额;单季度卖出回购证券款增减净额
单季度.卖出回购证券款增减净额;
手续费支出支付的现金;
客户资金存款;
专项应付款;
单季度.分保费用;单季度分保费用
单季度.分保费用;
库存股;减：库存股
库存股;
户均持股比例半年增长率;
短期存款;
周涨跌;涨跌
周涨跌;
每股收益eps-基本;每股税后利润
每股收益eps-基本;esp
每股收益eps-基本;业绩每股
每股收益eps-基本;收益
每股收益eps-基本;每股业绩
每股收益eps-基本;每股净利润
每股收益eps-基本;每股净收入
每股收益eps-基本;每股收益(eps)
每股收益eps-基本;每股收益eps
每股收益eps-基本;每股收益基本
每股收益eps-基本;每股收益盈利
每股收益eps-基本;每股利润
每股收益eps-基本;每股受益
每股收益eps-基本;基本每股收益
每股收益eps-基本;毎股业绩
每股收益eps-基本;eps
每股收益eps-基本;业绩
每股收益eps-基本;每股收益
每股收益eps-基本;每股收益率
每股收益eps-基本;每股盈余
每股收益eps-基本;每股盈利
每股收益eps-基本;利润
每股收益eps-基本;净利润
每股收益eps-基本;
配股实际募集资金;
固定资产合计;
审计单位;
现金申购中签率;申购中签比例
现金申购中签率;中签率
现金申购中签率;
营业总成本(ttm);
公司发行证券一览;
单季度.营业利润;单季度营业利润
单季度.营业利润;
债权性投资所支付的现金;
减少注册资本所支付的现金;
贴现;
管理费用／营业总收入;管理费用率
管理费用／营业总收入;管理费用/营业总收入
管理费用／营业总收入;
限售股份(机构配售股份);
保证金;
单季度.收到其他与筹资活动有关的现金;单季度收到其他与筹资活动有关的现金
单季度.收到其他与筹资活动有关的现金;单季度.收到的其他与筹资活动有关的现金
单季度.收到其他与筹资活动有关的现金;
代理证券增减净额;
公开发行中签率;增公开发行中签率
公开发行中签率;发行中签率
公开发行中签率;
单季度.计提的资产减值准备;单季度计提的资产减值准备
单季度.计提的资产减值准备;
境内法人股合计;
有形资产／负债合计;有形资产/负债合计
有形资产／负债合计;
单季度.以前年度损益调整;单季度以前年度损益调整
单季度.以前年度损益调整;
上市首日成交额;
附属企业往来;
经营活动产生的现金流量净额／营业收入;销售现金比率
经营活动产生的现金流量净额／营业收入;经营活动产生的现金流量净额/营业收入
经营活动产生的现金流量净额／营业收入;
净利润(同比增长率);业绩涨幅
净利润(同比增长率);净利润净增
净利润(同比增长率);净利润成长
净利润(同比增长率);利润增长率
净利润(同比增长率);净利润增速
净利润(同比增长率);净利润增长率
净利润(同比增长率);净利增长率
净利润(同比增长率);利润(同比增长率)
净利润(同比增长率);净利润增减率
净利润(同比增长率);近利润同比增长率
净利润(同比增长率);净利润(同比增长率)
净利润(同比增长率);净利润同比增长率
净利润(同比增长率);业绩
净利润(同比增长率);利润
净利润(同比增长率);净利
净利润(同比增长率);净利润
净利润(同比增长率);
大股东持股股本性质;
户均持股比例;股东持股集中度
户均持股比例;个人持股比例
户均持股比例;
增值税增加净额(减减少);
每股转增股本;转赠股本
每股转增股本;1股转增
每股转增股本;每股转增
每股转增股本;转增
每股转增股本;转增股本
每股转增股本;
单季度.利息净收入;单季度利息净收入
单季度.利息净收入;
增发公告日;
应收代位追偿款;
预测利润总额最大值;
年涨跌;涨跌
年涨跌;
开办费;
区间日均涨跌幅;日均涨跌幅
区间日均涨跌幅;
计提的资产减值准备;
购建固定资产、无形资产和其他长期资产支付的现金;
单季度.现金流量表附注少数股东损益;单季度现金流量表附注少数股东损益
单季度.现金流量表附注少数股东损益;单季度.现金流量表.现金流量表附注少数股东权益
单季度.现金流量表附注少数股东损益;
存放同业和其他金融机构款项;
每股收益eps-扣除／稀释;每股收益eps-扣除/稀释
每股收益eps-扣除／稀释;
取得子公司及其他营业单位支付的现金净额;
发行长期债券;
a股合计;
拆入资金净增加额;
各种证券负债的增加(减减少);
单季度.营业成本;单季度营业成本
单季度.营业成本;
客户贷款及垫款净增加额;
当期实付审计费用;审计费用
当期实付审计费用;
业绩快报.总资产;业绩快报总资产
业绩快报.总资产;
支付其他与投资活动有关的现金;支付的其他与投资活动有关的现金
支付其他与投资活动有关的现金;
已流通股实际配股数;
负债差额(特殊报表科目);
代理承销证券款;
单季度.减少注册资本所支付的现金;单季度减少注册资本所支付的现金
单季度.减少注册资本所支付的现金;
单季度.分得股利或利润所收到的现金;单季度分得股利或利润所收到的现金
单季度.分得股利或利润所收到的现金;
发放贷款及垫款;
营业外收入;
近期创历史新高;近期股价创历史新高
近期创历史新高;创出历史新高
近期创历史新高;最近股价创历史新高
近期创历史新高;突破前期高点
近期创历史新高;近期创出历史新高
近期创历史新高;
应收账款;应收款
应收账款;应收帐
应收账款;
香港上市股占总股本比例;
单季度.债务转为资本;单季度债务转为资本
单季度.债务转为资本;
经营活动现金流入小计;经营活动产生的现金流入小计
经营活动现金流入小计;
无息流动负债;
财务公司持股比例;
区间日均成交额;日均成交额
区间日均成交额;
单季度.现金的期末余额;单季度现金的期末余额
单季度.现金的期末余额;
业绩快报.全面摊薄净资产收益率roe;业绩快报全面摊薄净资产收益率roe
业绩快报.全面摊薄净资产收益率roe;
业绩快报.利润总额;业绩快报利润总额
业绩快报.利润总额;
预测净利润最大值;
单季度.利润表.未确认的投资损失;单季度利润表未确认的投资损失
单季度.利润表.未确认的投资损失;
单季度.偿还债务支付的现金;单季度偿还债务支付的现金
单季度.偿还债务支付的现金;
单季度.其他业务成本;单季度其他业务成本
单季度.其他业务成本;
非应计贷款;
单季度.取得子公司及其他营业单位支付的现金净额;单季度取得子公司及其他营业单位支付的现金净额
单季度.取得子公司及其他营业单位支付的现金净额;
目标价位;目标价
目标价位;
主营构成(按地区)-项目名称;
应收账款净额;
总有效申购股数;申购数量
总有效申购股数;
同公司b股简称;
营业外支出;
周前收盘价;前收盘价
周前收盘价;
每股资本公积;每股资本公积金
每股资本公积;资本公积金
每股资本公积;每股公积金
每股资本公积;每股公积
每股资本公积;公积金
每股资本公积;
稀释每股收益(同比增长率);稀释每股收益同比增长率
稀释每股收益(同比增长率);稀释每股收益
稀释每股收益(同比增长率);每股收益eps-稀释增长率
稀释每股收益(同比增长率);每股收益eps稀释增长率
稀释每股收益(同比增长率);
合并价差;
单季度.处置固定资产、无形资产和其他长期资产收回的现金净额;单季度处置固定资产、无形资产和其他长期资产收回的现金净额
单季度.处置固定资产、无形资产和其他长期资产收回的现金净额;
收取利息和手续费净增加额;
应收分保寿险责任准备金;
增发上市推荐人;
周最高收盘价日;最高收盘价日
周最高收盘价日;
商誉;
金融企业往来支出;
区间开盘价;开盘价
区间开盘价;
b股市值(含限售股,交易币种);
单季度.现金流量表附注净利润;单季度现金流量表附注净利润
单季度.现金流量表附注净利润;单季度.现金流量表.现金流量表附注净利润
单季度.现金流量表附注净利润;
计提的长期投资减值准备;
无形资产减值准备-专利权;
主营业务收入净额;
公司独立董事(历任);公司独立董事(现任)
公司独立董事(历任);
融资租入固定资产;
副主承销商;
吸收的定期存款;
年振幅;振幅
年振幅;
老股东优先配售有效申购股数;
现金申购有效申购户数;申购账户数目
现金申购有效申购户数;新股发行申购帐户数目
现金申购有效申购户数;现金申购有效户数
现金申购有效申购户数;
总资产报酬率roa(ttm);
预测每股股利(dps)标准差;预测每股股利标准差
预测每股股利(dps)标准差;
周开盘价;开盘价
周开盘价;
存款总额;
每股经营活动产生的现金流量净额(ttm);每股经营性现金流量(ttm)
每股经营活动产生的现金流量净额(ttm);
企业存款-年平均利率;
呆账贷款;
近期创阶段新低;
上市首日开盘价;首日上市价
上市首日开盘价;上市价
上市首日开盘价;上市价格
上市首日开盘价;上市开盘价
上市首日开盘价;上市首日涨跌幅
上市首日开盘价;上市股价
上市首日开盘价;首发上市开盘价
上市首日开盘价;
单季度.投资、筹资活动产生的汇兑损益;单季度投资、筹资活动产生的汇兑损益
单季度.投资、筹资活动产生的汇兑损益;
单季度.营业收入;单季度营业收入
单季度.营业收入;单季度.利润表.主营业务收入
单季度.营业收入;
经营性应收项目的减少;
金融企业往来收入;
单季度.经营活动产生的现金流量净额;单季度经营活动产生的现金流量净额
单季度.经营活动产生的现金流量净额;单季度.营业活动产生的现金流量净额
单季度.经营活动产生的现金流量净额;
经营活动产生的现金流量净额／流动负债;现金流量比率
经营活动产生的现金流量净额／流动负债;经营活动产生的现金流量净额/流动负债
经营活动产生的现金流量净额／流动负债;
净资产收益率roe;净资产收益率(roe)
净资产收益率roe;roe水平
净资产收益率roe;
存货跌价准备-包装物;
收到原保险合同保费取得的现金;
无形资产及其他资产合计;无形资产及其它资产合计
无形资产及其他资产合计;
在建工程;
其他流动负债(特殊报表科目);
获准公告日期;
担保发生额合计;担保发生额
担保发生额合计;对外担保余额
担保发生额合计;
综合评级(中文);
限售a股占总股本比例;
资产总计(mrq);
公益金;
租赁收入;
注册地址;注册地
注册地址;
n日换手率;
股改进度;股权分置改革
股改进度;
提取任意盈余公积金;
相对发行价涨跌;
预测息税折旧摊销前利润(ebitda)最小值;预测息税折旧摊销前利润最小值
预测息税折旧摊销前利润(ebitda)最小值;
非流通股东每10股缩股;
配股上市日;配过股
配股上市日;
单季度.收回的中长期贷款;单季度收回的中长期贷款
单季度.收回的中长期贷款;
境内发起人股;
中长期贷款;
每股留存收益;留存收益
每股留存收益;
其他长期投资;其它长期投资
其他长期投资;
前收盘价;收盘价
前收盘价;
海外上市股;海外上市的股票
海外上市股;海外上市的
海外上市股;
预计负债;
补贴收入;
周最高收盘价;最高收盘价
周最高收盘价;
区间最低价日;最低价日
区间最低价日;
流动比率;流动比
流动比率;
首发国际协调人;
收到再保业务现金净额;
营业利润;销售利润
营业利润;主营业务利润
营业利润;主营利润
营业利润;营业毛利润
营业利润;营业利润
营业利润;
手续费及佣金支出;
存货周转天数;存货的周期
存货周转天数;
住房周转金转入;
预测每股收益平均值;
相对上一报告期户均持股比例差;
摘牌日期;停止上市
摘牌日期;
总中签率;
归属母公司股东的净利润(ttm);净利润(ttm)
归属母公司股东的净利润(ttm);净利润
归属母公司股东的净利润(ttm);
提取法定公益金;
存放中央银行存款;
股权自由现金流量fcfe;股权自由现金流量(fcf)
股权自由现金流量fcfe;fcfe
股权自由现金流量fcfe;股权自由现金流量
股权自由现金流量fcfe;
长期待摊费用摊销;现金及现金等价物变动明细.长期待摊费用摊销
长期待摊费用摊销;
单季度.收到其他与经营活动有关的现金;单季度收到其他与经营活动有关的现金
单季度.收到其他与经营活动有关的现金;单季度.收到的其他与经营活动有关的现金
单季度.收到其他与经营活动有关的现金;
单季度.存货的减少;单季度存货的减少
单季度.存货的减少;
单季度.营业总收入;单季度营业总收入
单季度.营业总收入;
配股主承销商;
流通a股占总股本比例;
最新内盘成交量;内盘
最新内盘成交量;
最新外盘成交量;外盘
最新外盘成交量;
利好股票;利好
利好股票;利好新闻
利好股票;
五雷轰顶;
五子送财;
低开低走;
单季度.存货的减少(减增加);单季度存货的减少(减增加)
单季度.存货的减少(减增加);
吸收存款;
国内票据结算;
子公司支付给少数股东的股利、利润;
单季度.预提费用的增加(减减少);单季度预提费用的增加(减减少)
单季度.预提费用的增加(减减少);
年末所得税率;
短期投资跌价准备;
现场股东大会登记起始日;
价值变动净收益(n年,增长率);价值变动净收益
价值变动净收益(n年,增长率);价值变动净收益n年增长率
价值变动净收益(n年,增长率);
单季度.财务费用;单季度财务费用
单季度.财务费用;单季度.利润表.财务费用
单季度.财务费用;
营业总收入;
呆滞贷款;
待处理流动资产净损失;
手续费及佣金收入;
全部投入资本;
上市首日最低价;
开盘价;开盘股价
开盘价;开市价
开盘价;开盘的价格
开盘价;开盘价
开盘价;
单季度.营业支出;单季度营业支出
单季度.营业支出;
损失-占比;
其他承诺;
金融性公司拆入;
存货跌价准备-自制半成品;
单季度.汇兑损失;单季度汇兑损失
单季度.汇兑损失;
资产注入承诺;
预测市盈率(pe,未来12个月);pe
预测市盈率(pe,未来12个月);
销售净利率(ttm);
汇出汇款;
保户储金及投资款;
流动资产周转率;流动资本周转率
流动资产周转率;
综合评级(英文);
区间涨跌幅;区间收盘价
区间涨跌幅;涨跌幅
区间涨跌幅;
职工奖励及福利基金;
以存货偿还债务;
偿还债务所支付的现金;
单季度.主营业务收入;单季度主营业务收入
单季度.主营业务收入;
预测净利润标准差;
所属同花顺行业;同花顺行业
所属同花顺行业;
流通股东持股数量;
向中央银行借款净增加额;
券商持股数量;
取得债券利息收入所收到的现金;
预测净利润中值;
单季度.自营证券增减净额;单季度自营证券增减净额
单季度.自营证券增减净额;
户均持股数半年增长率;
其他资产;
单季度.回购业务资金净增加额;单季度回购业务资金净增加额
单季度.回购业务资金净增加额;
董事会秘书薪酬;董秘的薪酬
董事会秘书薪酬;董秘收入
董事会秘书薪酬;
固定资产减值准备-电子设备;
公开发行比例认购有效申购股数;
前十大流通股东持股数量合计;十大流通股东持股
前十大流通股东持股数量合计;前十大流通股东累计持有
前十大流通股东持股数量合计;十大流通股东持股数
前十大流通股东持股数量合计;
衍生金融负债;
管理费用／营业总收入(ttm);管理费用/营业总收入(ttm)
管理费用／营业总收入(ttm);
单季度.存款利息支出支付的现金;单季度存款利息支出支付的现金
单季度.存款利息支出支付的现金;
限售a股;限售股解禁额度
限售a股;大小非
限售a股;解禁额度
限售a股;
注册资本;注册资金
注册资本;注册资产
注册资本;注册资本金
注册资本;
营业费用;
机构首次评级时间;
其他应交款;其它应交款
其他应交款;
年均价;均价
年均价;
单季度.管理费用／营业总收入;单季度管理费用／营业总收入
单季度.管理费用／营业总收入;单季度.管理费用/营业总收入
单季度.管理费用／营业总收入;
归属母公司股东的权益(最新公告);
折算成送股的对价(上市公司公布值);
流动资产／总资产;流动资产/总资产
流动资产／总资产;
单季度.支付其他与投资活动有关的现金;单季度支付其他与投资活动有关的现金
单季度.支付其他与投资活动有关的现金;单季度.支付的其他与投资活动有关的现金
单季度.支付其他与投资活动有关的现金;
单季度.主营业务收入净额;单季度主营业务收入净额
单季度.主营业务收入净额;
预测利润总额平均值;
净资产收益率roe(扣除／摊薄);净资产收益率roe(扣除/摊薄)
净资产收益率roe(扣除／摊薄);
增发进度;
市现率(pcf,现金净流量ttm);市现率(动)
市现率(pcf,现金净流量ttm);
备付金比例(外币);外币备付金比例
备付金比例(外币);
配股发行方式;
单季度.折扣与折让;单季度折扣与折让
单季度.折扣与折让;
手续费收入;
单季度.营业总收入环比增长率;单季度营业总收入环比增长率
单季度.营业总收入环比增长率;单季度.营业总收入
单季度.营业总收入环比增长率;
活期存款吸收与支付净额;
限售b股;
被动卖出中单金额;
单季度.公允价值变动净收益;单季度公允价值变动净收益
单季度.公允价值变动净收益;
评级研究员;
应交增值税-减免税款;
关注-金额;
beta值(最近100周);β值
beta值(最近100周);
单季度.投资活动产生的现金流量净额;单季度投资活动产生的现金流量净额
单季度.投资活动产生的现金流量净额;
预测息税前利润(ebit)平均值;预测息税前利润平均值
预测息税前利润(ebit)平均值;
周成交额;成交额
周成交额;
短期贷款-年平均利率;
营业总成本／营业总收入;营业总成本/营业总收入
营业总成本／营业总收入;
取得投资收益收到的现金;
权证方案说明;
归属母公司股东的净利润／净利润;归属母公司股东的净利润/净利润
归属母公司股东的净利润／净利润;
资产减值准备;
年化净资产收益率;
待摊费用的减少(减增加);
其他发行数量;
拆出资金;
货币资金;货币现金
货币资金;公司现金
货币资金;持有现金
货币资金;现金
货币资金;现金余额
货币资金;现金资产
货币资金;账面现金
货币资金;
单季度.净资产收益率(扣除非经常损益);单季度净资产收益率(扣除非经常损益)
单季度.净资产收益率(扣除非经常损益);
基金持股比例;基金持仓占比
基金持股比例;基金仓位
基金持股比例;基金持仓占总股本比
基金持股比例;基金持仓占总股本比例
基金持股比例;基金持股
基金持股比例;
年最高收盘价日;最高收盘价日
年最高收盘价日;
单季度.其他综合收益;单季度其他综合收益
单季度.其他综合收益;
手续费支出;
现金净流量(ttm);现金净流量(ttm)
现金净流量(ttm);
每股收益eps-扣除／基本;每股收益eps-扣除/基本
每股收益eps-扣除／基本;
其他经营现金流入(特殊及平衡项目);
其他业务成本;
油气资产;油气资产-净额
油气资产;
证券承销业务净收入;
营业利润(同比增长率);主营业务利润同比增长率
营业利润(同比增长率);营业利润同比增长率
营业利润(同比增长率);营业利润增长率
营业利润(同比增长率);营业利润
营业利润(同比增长率);
金融企业往来支出支付的现金;
办公地址;总部位于
办公地址;办公地
办公地址;办公地点
办公地址;
分得股利或利润所收到的现金;
长期资产合计;
年化波动率(最近100周);
单季度.融资租赁所支付的现金;单季度融资租赁所支付的现金
单季度.融资租赁所支付的现金;
单季度.利息支出;单季度利息支出
单季度.利息支出;
公开发行认购有效申购户数;
应交增值税-转出未交增值税;
sedol代码;
单季度.手续费支出支付的现金;单季度手续费支出支付的现金
单季度.手续费支出支付的现金;
存货明细-产成品;
网下申购有效户数;
经营性应付项目的增加;
单季度.汇率变动对现金的影响;单季度汇率变动对现金的影响
单季度.汇率变动对现金的影响;
总资产净利率roa;资产净利率
总资产净利率roa;总资产净利率
总资产净利率roa;总资产净率
总资产净利率roa;总资产收益率
总资产净利率roa;资产净利率(roa)
总资产净利率roa;
其他应付款;
贷款呆账准备金;贷款呆账准备
贷款呆账准备金;
主营构成(按产品)-项目成本;
单季度.利息收入;单季度利息收入
单季度.利息收入;
非流动负债合计;
支付的各项税费;缴纳税额
支付的各项税费;交税
支付的各项税费;
职工奖金福利;
其他经营现金流出(特殊及平衡项目);
应付转租赁租金;
其他营业收入收到的现金;
流动负债／负债合计;流动负债/负债合计
流动负债／负债合计;
处置固定资产、无形资产和其他长期资产收回的现金净额;
单季度.信托及委托存款的增加(减减少);单季度信托及委托存款的增加(减减少)
单季度.信托及委托存款的增加(减减少);
其他公众投资者有效申购户数;
其他营业支出支付的现金;
归属母公司股东的净利润复合年增长率;净利润复合增长率
归属母公司股东的净利润复合年增长率;利率复利增值
归属母公司股东的净利润复合年增长率;归属母公司股东的净利润
归属母公司股东的净利润复合年增长率;利润复合增长率
归属母公司股东的净利润复合年增长率;复合增涨
归属母公司股东的净利润复合年增长率;年复合增长率
归属母公司股东的净利润复合年增长率;复合增长率
归属母公司股东的净利润复合年增长率;
预测每股净资产(bps)标准差;预测每股净资产标准差
预测每股净资产(bps)标准差;
年化收益率(最近60个月);
经营活动净额差额(特殊及平衡项目);
工程物资;
正常-金额;
折算成送股的对价(同花顺计算值);
营业总收入复合年增长率;销售额复合年增长率
营业总收入复合年增长率;营业总收入
营业总收入复合年增长率;主营业务收入复合增长率
营业总收入复合年增长率;主营业务收入复合年增长率
营业总收入复合年增长率;主营业务收入年复合增长率
营业总收入复合年增长率;主营业务收入符合增长率
营业总收入复合年增长率;主营业务符合增长率
营业总收入复合年增长率;主营总收入复合增长率
营业总收入复合年增长率;主营收入复合增长率
营业总收入复合年增长率;主营收入复合年增长率
营业总收入复合年增长率;收入复合增长率
营业总收入复合年增长率;收入年复合增长率
营业总收入复合年增长率;营业收入复合增长率
营业总收入复合年增长率;营业收入复合年增长率
营业总收入复合年增长率;销售收入年复合增长率
营业总收入复合年增长率;收入复合
营业总收入复合年增长率;
非流动资产合计;非流动资产
非流动资产合计;
上市公司每10股派息;每10股派息
上市公司每10股派息;
单季度.租赁业务收回的现金;单季度租赁业务收回的现金
单季度.租赁业务收回的现金;
现金净流量(同比增长率);现金净流量同比增长率
现金净流量(同比增长率);净现金流增长率
现金净流量(同比增长率);现金流增长
现金净流量(同比增长率);
单季度.增值税增加净额(减减少);单季度增值税增加净额(减减少)
单季度.增值税增加净额(减减少);
预测息税折旧摊销前利润(ebitda)中值;预测息税折旧摊销前利润中值
预测息税折旧摊销前利润(ebitda)中值;
券商理财产品持股比例;
单季度.提取保险合同准备金净额;单季度提取保险合同准备金净额
单季度.提取保险合同准备金净额;
息税折旧摊销前利润／负债合计;息税折旧摊销前利润/负债合计
息税折旧摊销前利润／负债合计;
最低价;股价最低点
最低价;最低价位
最低价;股价最低价
最低价;最底价
最低价;最低价
最低价;
主营业务成本;
年开盘价;开盘价
年开盘价;
递延所得税资产减少;
二级市场配售发行数量;
票据融资;
单季度.非流动资产处置净损失;单季度非流动资产处置净损失
单季度.非流动资产处置净损失;
保户质押贷款;
n日成交额;
每股净资产bps(最新公告);每股净资产(最新公告)
每股净资产bps(最新公告);
签字注册会计师;签字
签字注册会计师;
净利差;
融资租赁所支付的现金;
资产减值损失(ttm);
平均收益率(年化);
详细对价方案;
单季度.吸收的定期存款;单季度吸收的定期存款
单季度.吸收的定期存款;
应交税费;
股权投资差额;
网下申购配售比例;
预测净利润增长率;预测收益率
预测净利润增长率;业绩预测
预测净利润增长率;盈利预测增速
预测净利润增长率;预测盈利
预测净利润增长率;预测业绩
预测净利润增长率;净利润增幅
预测净利润增长率;净资产收益率roe(加权,公布值)
预测净利润增长率;
三板a股;
应付票据;
汇兑损失;
一月内评级调低家数;
递延税项借项;
资产评估机构;
市净率(pb);收盘市净率
市净率(pb);市净率
市净率(pb);
单季度.投资活动现金流入小计;单季度投资活动现金流入小计
单季度.投资活动现金流入小计;
单季度.筹资活动现金流入小计;单季度筹资活动现金流入小计
单季度.筹资活动现金流入小计;
短期投资净额;
营业总成本／营业总收入(ttm);营业总成本/营业总收入(ttm)
营业总成本／营业总收入(ttm);
月成交额;成交额
月成交额;
单季度.期末现金及现金等价物余额;单季度期末现金及现金等价物余额
单季度.期末现金及现金等价物余额;
储蓄存款-年平均利率;
a股市值(不含限售股);流通市值
a股市值(不含限售股);流通金额
a股市值(不含限售股);不含限售股的总市值
a股市值(不含限售股);流通a市值
a股市值(不含限售股);流通a股市值
a股市值(不含限售股);
销售费用/营业总收入(ttm);
单季度.债权性投资所支付的现金;单季度债权性投资所支付的现金
单季度.债权性投资所支付的现金;
市销率(ps,ttm);
首发保荐人;
单季度.支付给职工以及为职工支付的现金;单季度支付给职工以及为职工支付的现金
单季度.支付给职工以及为职工支付的现金;
权益乘数(杜邦分析);杜邦分析
权益乘数(杜邦分析);
应付手续费及佣金;
利润总额／息税前利润;利润总额/息税前利润
利润总额／息税前利润;
年最高收盘价;最高收盘价
年最高收盘价;
银行持股比例;
上市公告日;
主营构成(按产品)-项目收入;
去年同期每股收益;上年同期每股收益
去年同期每股收益;
计划配股数;配售股份
计划配股数;
法律顾问;
长期股权投资;
首发数量;首发规模
首发数量;首发发行数量
首发数量;
单季度.权益性投资所支付的现金;单季度权益性投资所支付的现金
单季度.权益性投资所支付的现金;
存货跌价准备合计;
业绩预告类型;预告类型
业绩预告类型;业绩预告
业绩预告类型;业绩
业绩预告类型;
代销商品款;
网上向老股东优先配售数量;
月最低收盘价;最低收盘价
月最低收盘价;
证券及租赁业务现金增加净额;
销售费用/营业总收入;销售费用率
销售费用/营业总收入;
股本净额;
每股红股;每股分红
每股红股;送股
每股红股;
单季度.销售商品提供劳务收到的现金／营业收入;单季度销售商品提供劳务收到的现金／营业收入
单季度.销售商品提供劳务收到的现金／营业收入;单季度.销售商品提供劳务收到的现金/营业收入
单季度.销售商品提供劳务收到的现金／营业收入;
关联担保余额合计;关联担保合计
关联担保余额合计;
网下机构投资者有效申购股数;
存货明细-低值易耗品;
分红实施公告日;
增发费用;
寿险责任准备金;
向战略投资者配售部分上市日期;
营业支出-金融类(ttm);
融资买入额;融资额
融资买入额;融资买入
融资买入额;
月最低价日;最低价日
月最低价日;
未清偿可转债简称;
前十大股东持股数量合计;十大股东持股数量
前十大股东持股数量合计;
增发募集资金;增发金额
增发募集资金;公开增发募资
增发募集资金;增发募资
增发募集资金;增发实际募资净额
增发募集资金;增发实际募资金额
增发募集资金;增发股票募集资金
增发募集资金;
交易性金融资产;
应收款项类投资;
净利润差额(特殊报表科目);
拆入资金;
利息净收入;
区间换手率;换手率的和
区间换手率;换手率累计
区间换手率;换手率累加
区间换手率;换手率相加
区间换手率;期间换手率
区间换手率;换手
区间换手率;换手率
区间换手率;
购买商品接受劳务支付的现金;
财务费用;利润表.财务费用
财务费用;
配股分销商;
年最高价日;最高价日
年最高价日;
均线多空头排列看涨看跌;
